image_path,dataset,original_class,mapped_class,background,split,is_duplicate
data\raw\riceleafbd\Tungro Virus\305281543_476048271149769_1345474471593407586_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\307087578_1497954137346716_8074518751848465199_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\307724583_619334003160590_6908966497817736856_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309480331_1464580340692640_5619545751329618325_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309821639_502462041941786_3523493796833777290_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309834544_1734586700260709_991547985444882083_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309926485_661575525361211_8667938868942051720_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309930035_609965000916713_6053113369076935018_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309930035_616661363588862_7059469319010392906_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\309930325_820783729253983_3223355523480106890_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\309935720_654882102743273_6639414839224862608_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309935720_654882102743273_6639414839224862608_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\309950782_484950463598154_7805033458252585635_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309950784_1400191223847825_1082688536218990528_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\309953022_1153827685530326_5148005179114895078_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309953022_836481064334892_6320986830440369757_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309953848_5646894845347853_448600926339126591_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\309953848_848882896547823_20400691071425205_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\309954763_812750029983606_6035929305074607338_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\309987036_1260428421402878_7563233421972400824_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310000293_1098310987537090_6322717086135563663_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310000293_3467146783513572_5799773669428981004_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310006532_887017432263227_516046070358667000_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310008197_560884219090009_8295696486399650342_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310012597_815087263051277_2857872179504552006_n (1).jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310012597_815087263051277_2857872179504552006_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310058458_5435377266574873_8991017856371085014_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310059906_648718010165408_9111129139756640564_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310061159_1771194393257497_6100627014383132732_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310073746_641071220902093_1844154564457607035_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310080827_457367869857837_7203426182418778053_n (1).jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310080827_457367869857837_7203426182418778053_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310090427_798882844546270_2705517204061326425_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310090427_798882844546270_2705517204061326425_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310090711_874207533939594_3235125099262747986_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310091332_520694346331411_2052371814305115005_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310101275_849836282727887_931394239994161265_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310104735_1563603237424825_2848177413329468665_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310114150_2878360552307799_9030656098792189011_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310115832_638971484630477_7092380302409656064_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310115832_795098784901126_5828849780582886280_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310124726_2227322190762154_164120697270318229_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310155672_615122330405118_141836114081908699_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310166255_3160429967601256_6298213693638421337_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310166255_809485707004206_2941236105033104728_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310180475_5721477531224330_1862080541967900866_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310206884_584493210148153_4275495300891282291_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310206884_643854170860834_5690548384887000617_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310227896_861699958363810_4646590070449898376_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310235593_1080264705967044_7076671397801331634_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310235967_692038872077734_8233959099719107321_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310240156_941625033387517_6502489587316622626_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310253654_839268957321041_7259669799050819404_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310268038_804696484123301_1985871416987943438_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310268752_449730560606251_4593279629437682934_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310274378_498973912279317_8565466750188486747_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310287443_9038792376134549_6977333361332373890_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310287443_9038792376134549_6977333361332373890_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310303607_1165121824416340_747132358305290768_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310304355_642685684071363_2949118793663218513_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310310727_1837906706550600_2119869081175796951_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310330766_3293283674245085_5197938768122015021_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310346992_1108086863410406_8151012851109379531_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310359156_859753515195754_4139812278162868234_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310386967_640800180850901_489249241632020439_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310405604_1547648199028432_13448007881822863_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310414448_487949023286030_5183288363010753439_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310414486_711033726562335_2654656506430722548_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310430707_562678052339311_9134216316141936573_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310443905_790751088677435_8922078220628597498_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310448892_674315764255050_3698112518923791099_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310464016_795714631508840_4328718470423110809_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310470779_794875571608690_8000422143451305191_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310470784_851149216096291_218887264537295503_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310488167_826891445284261_8834833935576097200_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310503754_3377964169111722_5053301515091256141_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310503754_3377964169111722_5053301515091256141_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310517900_535047628013452_188626495743857687_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310532980_683162163178692_7597889448881133211_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310542088_652404423164808_7307972691943922793_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310554810_512720707445384_8489204493411512142_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310613168_645574633772642_193586395774156356_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310644021_3325504807726129_1969690517648212982_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310687929_978876909743878_7668343769964729222_n (1).jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310687929_978876909743878_7668343769964729222_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310705175_688693755811520_2723304770977161261_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310727994_681313779998217_2631106456169043158_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310754268_519232116767959_5981375087941134508_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310766233_1144477363111023_990541891346526775_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310793904_3186523691659403_5383376354122925282_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310794444_5566048033503368_8677618128368401793_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310816596_4932092406894303_4101681100577008840_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310818053_5630234907045670_453401267910908838_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310818053_5630234907045670_453401267910908838_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310826482_903845010497475_946149415401065093_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310831574_458152639761879_3761783135168318975_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310831574_458152639761879_3761783135168318975_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310832534_2182558585286556_3064366352706517468_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310842908_896274255112692_2735851284286739229_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310851825_516937643401410_5833091596939407809_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310853987_808922100224499_1782628690862739867_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310858682_1157260805227050_504034491669553958_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310864115_680848040068733_297764260615056490_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\310887121_433725515418425_8329625995980831063_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310905712_676731077353571_1226416667545354658_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310905712_676731077353571_1226416667545354658_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310935045_668649344644230_7340995907597209416_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310949137_475181868050032_5643835808243661523_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\310957993_531393051801796_7180472141142317761_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310965605_2097293530661359_342849557705737694_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310977133_557053889758233_7902809781452832866_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310992297_5757601620928763_6689482061341883117_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\310997509_948650016018116_1256797957062704030_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311011284_618860806687490_6184160514985253202_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311011284_618860806687490_6184160514985253202_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311025707_1127815761219760_6638192155412520177_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\311039238_698668801694257_5281982016457142340_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\311074308_514751183892118_2717955295308456702_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311124010_952353622391471_5418530257230415945_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311124014_487515326672920_2288132983398637297_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311151036_5554131108036912_1277920390382865385_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\311156425_5670613863029210_5647177995040242266_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311228557_1256624291562373_5006144916115853738_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311252736_872221660685039_72166961851318318_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\311289922_1245167219362347_6537231354775006236_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311290581_1174947579773623_4915588994811508522_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311294950_5540820316037623_2782916142505585909_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311301160_1990546277804789_8529153620771004201_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311307115_821670192489845_8017563545608434427_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311311853_5451057041609361_5671669149495919327_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\311327088_5651260414921821_5734679146610198150_n (1).jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311328303_671228877910493_4748948475799566782_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311378852_1005025434221404_1147904174313826797_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311396297_501459351916871_5192016517817698735_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311408901_801224157650005_3413420887903183641_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311421857_1104574683529185_2639210763774619633_n (1).jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\311450265_869361227772637_8060160036185063201_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\311450267_523683082982950_6831924632383006359_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311471795_811109150121472_4164395137124423428_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311477801_829411965149992_4505844150502370083_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311877206_813451169874270_1813155305506983296_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311887696_695884595261718_5685289833719088513_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311905670_493385039521759_6639495290559951934_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\311945743_1130454914309359_1109530908743137201_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311958416_702332527899167_8337027578548737849_n.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\311964463_665795595199651_8728135720238096675_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\311982774_497216262461714_3029253594789800980_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\312011898_660767788847500_3941963218308031261_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312026965_822061342180180_7673092683367473646_n.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\312027383_1345748869523035_572647338936946650_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312097851_799244964519043_4647236552895719733_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312133344_3428750697409610_9134336873871728995_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312193568_803821240698170_510594501575197999_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312201200_682722439795341_8854308435112613352_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312207002_1204119966810165_6916516093249879724_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312218559_496435832529811_7452354127649073607_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\312229733_1558214171265614_8336671811768937959_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
